covid_vaccine,flu_shot,gender,age_group,education,race,financial_status,US_State,Census_region,Region
1,0,Female,2,4,Asian,2,New Jersey,Mid-Atlantic,NA
1,1,Male,5,3,White,2,Maine,New England,NA
1,1,Female,2,5,White,2,South Carolina,South Atlantic,NA
1,1,Male,4,4,White,2,Minnesota,West North Central,NA
1,1,Female,2,4,White,3,New York,Mid-Atlantic,NA
1,1,Female,3,4,White,3,Kentucky,East South Central,NA
1,1,Female,2,3,White,1,Arizona,Mountain,NA
1,1,Female,2,4,White,2,Ohio,East North Central,NA
1,1,Female,4,4,White,2,Pennsylvania,Mid-Atlantic,NA
1,1,Male,3,5,White,3,Utah,Mountain,NA
1,1,Female,4,3,White,2,Wisconsin,East North Central,NA
1,1,Female,2,2,White,3,Illinois,East North Central,NA
1,1,Female,2,4,White,2,Iowa,West North Central,NA
1,1,Female,2,3,White,2,North Carolina,South Atlantic,NA
1,1,Female,5,1,White,2,Utah,Mountain,NA
1,0,Female,2,3,White,2,Georgia,South Atlantic,NA
1,1,Female,2,2,White,2,Tennessee,East South Central,NA
0,1,Female,4,2,Black,2,Alabama,East South Central,NA
1,1,Female,2,4,White,3,Ohio,East North Central,NA
1,1,Female,5,4,White,2,Nevada,Mountain,NA
1,1,Female,3,4,Asian,2,Maryland,South Atlantic,NA
1,1,Female,3,5,White,3,South Carolina,South Atlantic,NA
1,1,Female,2,4,White,2,New York,Mid-Atlantic,NA
0,0,Female,2,3,White,2,Alabama,East South Central,NA
1,1,Female,3,2,Black,2,Texas,West South Central,NA
1,1,Female,2,2,White,2,Missouri,West North Central,NA
1,1,Male,5,5,White,3,Kentucky,East South Central,NA
1,1,Female,2,2,White,3,New York,Mid-Atlantic,NA
1,1,NA,2,3,White,2,Indiana,East North Central,NA
1,1,Female,3,3,White,2,Texas,West South Central,NA
1,1,Female,3,3,White,4,Virginia,South Atlantic,NA
1,0,Female,3,3,Asian,2,Ohio,East North Central,NA
1,1,Female,2,2,White,2,Ohio,East North Central,NA
1,1,Female,4,4,White,3,Massachusetts,New England,NA
1,1,Male,5,5,White,3,New York,Mid-Atlantic,NA
1,0,Female,2,1,NA,2,Pennsylvania,Mid-Atlantic,NA
1,1,Female,3,4,White,3,Maryland,South Atlantic,NA
1,1,Female,2,5,White,2,Ohio,East North Central,NA
1,1,Female,2,2,White,2,Pennsylvania,Mid-Atlantic,NA
1,1,Female,3,3,White,3,Maryland,South Atlantic,NA
1,1,Female,4,5,White,3,New Hampshire,New England,NA
1,1,NA,2,4,White,2,Illinois,East North Central,NA
1,1,Female,2,4,Other,2,Wisconsin,East North Central,NA
1,1,Female,4,2,White,2,Tennessee,East South Central,NA
0,1,Female,3,3,White,2,Florida,South Atlantic,NA
1,1,Male,3,3,White,2,New Jersey,Mid-Atlantic,NA
1,1,Female,3,4,White,3,California,Pacific,NA
1,1,Male,4,2,White,3,Virginia,South Atlantic,NA
1,1,Male,3,1,White,2,Tennessee,East South Central,NA
1,1,Female,3,5,White,4,Ohio,East North Central,NA
1,1,Female,1,3,White,3,Colorado,Mountain,NA
1,1,Female,1,2,NA,2,Massachusetts,New England,NA
1,1,Female,3,5,White,3,New York,Mid-Atlantic,NA
1,1,Female,1,2,White,2,New York,Mid-Atlantic,NA
1,1,Male,3,4,Asian,3,Pennsylvania,Mid-Atlantic,NA
1,1,Male,3,4,White,3,Kentucky,East South Central,NA
1,1,Female,2,5,White,2,Colorado,Mountain,NA
1,1,Female,2,5,White,3,Minnesota,West North Central,NA
1,1,Female,1,2,White,2,California,Pacific,NA
1,1,Female,1,2,White,4,New York,Mid-Atlantic,NA
1,0,Female,4,4,White,2,California,Pacific,NA
1,1,Female,3,2,Black,1,New York,Mid-Atlantic,NA
1,1,Female,4,5,White,3,Arizona,Mountain,NA
1,1,Female,3,2,White,3,Georgia,South Atlantic,NA
1,1,Female,4,3,White,2,New York,Mid-Atlantic,NA
1,1,Female,3,2,White,2,Illinois,East North Central,NA
1,1,Male,5,4,Other,2,Illinois,East North Central,NA
1,1,Female,4,5,White,2,New York,Mid-Atlantic,NA
1,1,Female,3,1,White,1,Florida,South Atlantic,NA
1,1,Female,3,2,Black,2,Tennessee,East South Central,NA
1,1,Female,2,3,White,3,New York,Mid-Atlantic,NA
1,1,Female,3,4,Asian,3,Massachusetts,New England,NA
1,1,Female,4,5,White,3,Kentucky,East South Central,NA
1,1,Female,4,5,White,2,Oregon,Pacific,NA
1,1,Female,4,5,Black,2,DC,South Atlantic,NA
1,1,Male,4,2,White,2,Tennessee,East South Central,NA
0,0,Female,2,4,Black,2,Georgia,South Atlantic,NA
1,1,Male,2,5,Asian,2,California,Pacific,NA
1,1,Female,5,3,White,2,California,Pacific,NA
1,1,Female,2,2,White,2,Missouri,West North Central,NA
1,1,Female,4,4,White,3,Utah,Mountain,NA
1,1,Female,2,2,Asian,2,California,Pacific,NA
1,1,Female,4,4,White,2,Tennessee,East South Central,NA
1,1,Male,4,3,White,1,California,Pacific,NA
0,0,Female,4,3,White,2,Florida,South Atlantic,NA
1,1,Female,5,4,White,2,NA,NA,NA
1,1,Male,2,1,White,1,Oklahoma,West South Central,NA
1,1,Female,4,2,White,1,Nevada,Mountain,NA
1,1,Female,3,3,White,2,Indiana,East North Central,NA
1,1,Female,5,3,Black,2,Arkansas,West South Central,NA
1,1,Female,1,2,White,1,Oregon,Pacific,NA
1,0,Female,3,3,White,1,California,Pacific,NA
1,1,Female,2,5,White,2,Pennsylvania,Mid-Atlantic,NA
1,0,Female,2,2,White,3,Kentucky,East South Central,NA
1,1,Female,1,2,White,2,Illinois,East North Central,NA
1,1,Female,2,2,Hispanic,1,Minnesota,West North Central,NA
1,1,Male,2,3,White,2,Georgia,South Atlantic,NA
1,1,Male,2,3,White,4,Missouri,West North Central,NA
1,1,Female,2,2,White,1,Massachusetts,New England,NA
1,1,Male,2,5,Asian,2,California,Pacific,NA
1,1,Female,5,5,White,3,California,Pacific,NA
1,1,Female,2,4,White,2,Missouri,West North Central,NA
1,1,Male,2,5,Hispanic,3,Georgia,South Atlantic,NA
1,1,Female,4,5,White,3,Virginia,South Atlantic,NA
1,1,Female,4,4,White,3,Tennessee,East South Central,NA
1,1,Female,4,2,Other,3,California,Pacific,NA
1,1,Female,2,4,White,2,Maryland,South Atlantic,NA
1,1,Female,2,4,White,2,Virginia,South Atlantic,NA
0,1,Female,3,2,Hispanic,1,New York,Mid-Atlantic,NA
0,1,Female,2,4,White,2,California,Pacific,NA
1,1,Female,2,2,White,3,Vermont,New England,NA
1,1,Female,2,2,Other,2,Utah,Mountain,NA
1,1,Female,4,2,White,3,California,Pacific,NA
1,1,Female,2,5,White,3,Tennessee,East South Central,NA
1,1,Male,2,2,White,2,Texas,West South Central,NA
1,1,Female,3,4,White,3,Utah,Mountain,NA
0,1,Female,5,2,White,1,Maryland,South Atlantic,NA
0,0,Male,3,4,White,1,DC,South Atlantic,NA
0,0,NA,1,2,Other,1,Utah,Mountain,NA
1,1,Male,4,3,White,2,New York,Mid-Atlantic,NA
1,1,Male,4,4,White,2,Iowa,West North Central,NA
1,1,Male,4,2,White,3,minnesota,West North Central,NA
1,1,Male,3,5,White,2,New York,Mid-Atlantic,NA
1,1,Male,4,3,White,2,New York,Mid-Atlantic,NA
1,1,Female,2,2,White,2,South Carolina,South Atlantic,NA
1,1,Female,2,4,White,2,Colorado,Mountain,NA
1,1,Male,2,5,White,2,Utah,Mountain,NA
1,1,Female,2,4,Hispanic,1,Ohio,East North Central,NA
1,1,Female,2,4,White,2,Massachusetts,New England,NA
1,1,Female,3,3,White,2,Kentucky,East South Central,NA
1,1,Female,2,4,White,1,Missouri,West North Central,NA
1,1,Female,2,2,White,2,Colorado,Mountain,NA
1,1,Female,3,4,Hispanic,2,Tennessee,East South Central,NA
1,1,Female,2,4,White,2,Massachusetts,New England,NA
1,1,Female,3,4,White,2,Florida,South Atlantic,NA
1,1,Male,5,5,White,2,Colorado,Mountain,NA
0,0,Female,3,2,White,2,Pennsylvania,Mid-Atlantic,NA
1,1,Female,2,3,White,2,New York,Mid-Atlantic,NA
0,0,Female,3,2,White,2,Indiana,East North Central,NA
1,1,Female,5,4,White,3,Washington,Pacific,NA
1,1,Female,2,5,Hispanic,2,Massachusetts,New England,NA
1,1,Female,5,1,White,3,Illinois,East North Central,NA
1,1,Female,2,4,White,2,Tennessee,East South Central,NA
1,0,Female,3,2,White,3,Maryland,South Atlantic,NA
1,1,Female,4,4,White,3,Iowa,West North Central,NA
0,0,Female,2,1,White,2,Ohio,East North Central,NA
1,1,Female,4,2,White,3,Maryland,South Atlantic,NA
1,1,Female,2,5,White,2,Ohio,East North Central,NA
1,1,Female,4,4,White,3,Georgia,South Atlantic,NA
1,0,Female,1,2,Hispanic,2,Florida,South Atlantic,NA
0,1,Female,3,5,Black,2,Maryland,South Atlantic,NA
1,1,Female,2,5,White,3,Ohio,East North Central,NA
1,1,Female,2,5,Hispanic,2,Arizona,Mountain,NA
1,1,Female,1,2,White,4,New York,Mid-Atlantic,NA
1,1,Female,2,1,White,1,Iowa,West North Central,NA
1,1,Female,2,4,White,2,Colorado,Mountain,NA
1,1,Female,4,1,White,2,New York,Mid-Atlantic,NA
1,1,Female,3,3,Other,2,Massachusetts,New England,NA
0,0,Female,2,2,Asian,1,New York,Mid-Atlantic,NA
1,1,Female,5,4,NA,2,Florida,South Atlantic,NA
1,1,Female,4,4,White,2,Florida,South Atlantic,NA
1,1,Female,5,1,White,2,California,Pacific,NA
1,1,Male,3,5,White,2,Colorado,Mountain,NA
0,0,Female,3,4,White,2,Maryland,South Atlantic,NA
1,0,Female,2,2,White,2,Arkansas,West South Central,NA
1,1,Male,5,1,White,2,Ohio,East North Central,NA
1,1,Female,2,2,White,2,New York,Mid-Atlantic,NA
0,1,Female,2,3,White,2,Alabama,East South Central,NA
1,1,Female,2,1,Other,2,Virginia,South Atlantic,NA
0,0,Female,2,2,Black,1,New York,Mid-Atlantic,NA
1,1,Female,2,5,White,3,New York,Mid-Atlantic,NA
0,1,Female,2,3,Hispanic,1,New York,Mid-Atlantic,NA
0,1,Female,2,1,White,2,Colorado,Mountain,NA
1,1,Female,2,4,White,2,California,Pacific,NA
1,1,Female,2,4,White,3,Texas,West South Central,NA
1,1,Female,3,4,White,3,Ohio,East North Central,NA
1,1,Female,3,4,White,2,Ohio,East North Central,NA
1,1,Female,4,2,Hispanic,2,Florida,South Atlantic,NA
1,1,Female,2,2,White,3,Illinois,East North Central,NA
1,1,NA,4,4,Black,1,New York,Mid-Atlantic,NA
1,0,Female,3,3,White,2,South Dakota,West North Central,NA
0,0,Female,3,5,White,2,Texas,West South Central,NA
1,1,Female,4,3,White,3,Iowa,West North Central,NA
1,1,Male,5,4,NA,2,Arkansas,West South Central,NA
0,1,Female,5,3,White,2,NA,NA,NA
1,1,Female,2,1,White,3,California,Pacific,NA
1,1,Female,2,4,Asian,2,Virginia,South Atlantic,NA
0,0,Female,2,2,White,1,Maine,New England,NA
1,1,Female,2,2,White,2,Colorado,Mountain,NA
1,1,Female,3,5,White,3,Oregon,Pacific,NA
1,1,Female,4,1,White,1,Missouri,West North Central,NA
1,0,Male,3,3,Black,1,Georgia,South Atlantic,NA
0,1,Female,2,2,Black,1,Ohio,East North Central,NA
1,1,Male,4,3,White,2,California,Pacific,NA
1,1,Female,3,4,White,2,New York,Mid-Atlantic,NA
0,0,Female,2,3,White,2,Tennessee,East South Central,NA
1,1,Male,1,2,White,2,Minnesota,West North Central,NA
0,0,Female,3,5,Hispanic,2,Alaska,Pacific,NA
1,0,NA,2,1,White,1,Ohio,East North Central,NA
1,1,Male,5,5,Hispanic,2,Texas,West South Central,NA
1,1,Female,4,5,White,3,Ohio,East North Central,NA
1,1,Female,3,2,White,2,Ohio,East North Central,NA
1,1,Male,3,3,White,3,DC,South Atlantic,NA
1,0,Female,3,2,Hispanic,2,Virginia,South Atlantic,NA
1,1,Male,5,5,White,4,Arkansas,West South Central,NA
1,1,Male,2,1,Hispanic,2,Illinois,East North Central,NA
1,1,Female,3,1,Other,2,Massachusetts,New England,NA
0,0,Female,3,2,White,1,Michigan,East North Central,NA
1,1,Female,3,2,Asian,2,Illinois,East North Central,NA
0,1,Female,2,1,White,2,Tennessee,East South Central,NA
0,1,Female,3,3,White,2,Washington,Pacific,NA
1,1,Female,2,1,NA,1,Arizona,Mountain,NA
1,1,Female,3,2,White,2,New York,Mid-Atlantic,NA
0,1,Female,3,2,White,2,Maryland,South Atlantic,NA
1,1,Female,2,5,Asian,3,Ohio,East North Central,NA
1,1,Female,2,3,Asian,2,California,Pacific,NA
1,1,Female,5,1,White,1,Illinois,East North Central,NA
1,1,Female,3,2,White,2,Ohio,East North Central,NA
1,1,Female,4,3,White,1,Florida,South Atlantic,NA
1,1,Female,1,2,Asian,2,Tennessee,East South Central,NA
1,1,Male,3,2,Asian,3,California,Pacific,NA
1,1,Male,1,2,Black,1,Minnesota,West North Central,NA
0,1,Female,3,2,Other,1,Ohio,East North Central,NA
1,1,Male,4,4,White,2,Virginia,South Atlantic,NA
1,1,Female,5,5,White,3,New York,Mid-Atlantic,NA
1,1,Female,3,3,White,3,Tennessee,East South Central,NA
1,1,Female,3,3,Asian,3,California,Pacific,NA
1,1,Female,2,2,Hispanic,1,Georgia,South Atlantic,NA
1,0,Female,3,4,White,3,Colorado,Mountain,NA
1,1,Female,1,2,White,2,Tennessee,East South Central,NA
1,0,Female,3,2,Hispanic,2,New York,Mid-Atlantic,NA
1,1,Male,2,2,White,2,North Carolina,South Atlantic,NA
1,1,Female,3,2,White,2,Tennessee,East South Central,NA
1,1,Male,4,2,Black,2,New York,Mid-Atlantic,NA
1,1,Male,4,4,White,2,Utah,Mountain,NA
1,1,Female,5,NA,NA,2,NA,NA,NA
