id,covid_vaccine,flu_shot,gender,age_group,education,race,financial_status,US_State,Census_region,Region
1440,1,1,Female,4,2,White,2,Florida,South Atlantic,South
1441,1,1,Female,2,2,White,1,Oregon,Pacific,West
1442,1,1,Female,3,2,Black,1,California,Pacific,West
1443,1,1,Female,3,3,White,2,Pennsylvania,Mid-Atlantic,Northeast
1444,1,0,Male,2,3,White,2,Pennsylvania,Mid-Atlantic,Northeast
1445,0,1,NA,2,2,White,2,Pennsylvania,Mid-Atlantic,Northeast
1446,1,1,Female,4,4,White,2,Michigan,East North Central,Midwest
1447,1,1,Male,3,2,White,3,Ohio,East North Central,Midwest
1448,0,1,Female,2,4,White,3,North Carolina,South Atlantic,South
1449,1,0,Female,3,2,Black,1,Tennessee,East South Central,South
1450,1,1,Female,2,2,White,2,Arkansas,West South Central,South
1451,1,1,Female,4,3,White,3,California,Pacific,West
1452,1,1,Female,4,3,Hispanic,1,Tennessee,East South Central,South
1453,1,1,Female,2,5,White,3,Connecticut,New England,Northeast
1454,0,1,Female,2,2,NA,2,Pennsylvania,Mid-Atlantic,Northeast
1455,1,1,Female,3,3,White,2,Pennsylvania,Mid-Atlantic,Northeast
1456,1,1,Female,2,1,White,2,Florida,South Atlantic,South
1457,0,0,Female,2,3,White,1,New Hampshire,New England,Northeast
1458,1,1,Female,1,2,White,2,DC,South Atlantic,South
1459,0,0,Female,2,2,White,2,Georgia,South Atlantic,South
1460,0,1,Female,2,5,Black,3,Texas,West South Central,South
1461,1,1,Female,2,4,White,2,Tennessee,East South Central,South
1462,1,1,Male,5,2,White,2,North Carolina,South Atlantic,South
1463,1,1,Female,2,2,White,1,Georgia,South Atlantic,South
1464,1,1,Female,3,2,Black,1,Alabama,East South Central,South
1465,1,1,Female,3,2,White,1,Wisconsin,East North Central,Midwest
1466,1,1,Male,2,2,White,3,California,Pacific,West
1467,1,1,Female,1,1,White,2,Massachusetts,New England,Northeast
1468,1,1,Male,3,3,White,2,Ohio,East North Central,Midwest
1469,1,1,Female,3,4,White,2,California,Pacific,West
1470,0,1,Female,3,2,Hispanic,1,New York,Mid-Atlantic,Northeast
1471,1,1,Female,3,5,White,2,Colorado,Mountain,West
1472,1,0,Female,2,3,Other,2,Virginia,South Atlantic,South
1473,1,1,Female,4,2,White,2,California,Pacific,West
1474,1,1,Female,2,2,White,3,Colorado,Mountain,West
1475,1,1,Female,4,5,White,3,Colorado,Mountain,West
1476,1,1,Female,4,4,White,3,Florida,South Atlantic,South
1477,0,1,Female,5,2,White,2,California,Pacific,West
1478,1,1,Female,2,2,White,3,Pennsylvania,Mid-Atlantic,Northeast
1479,1,1,Female,2,2,White,2,Alabama,East South Central,South
1480,1,1,Female,4,4,White,2,Georgia,South Atlantic,South
1481,1,1,Female,2,1,White,1,Texas,West South Central,South
1482,0,0,Male,4,2,White,1,Rhode Island,New England,Northeast
1483,1,0,Female,4,4,White,3,Massachusetts,New England,Northeast
1484,1,1,Female,3,5,White,2,Utah,Mountain,West
1485,1,1,Female,3,3,White,2,Florida,South Atlantic,South
1486,1,1,Female,3,3,White,2,Maine,New England,Northeast
1487,0,1,Female,3,3,White,2,California,Pacific,West
1488,1,1,Female,4,3,White,4,California,Pacific,West
1489,1,1,Female,1,3,White,3,DC,South Atlantic,South
1490,1,1,Female,3,3,White,2,Florida,South Atlantic,South
1491,1,1,Female,5,4,White,2,Florida,South Atlantic,South
1492,1,1,Female,3,4,White,1,Washington,Pacific,West
1493,0,1,Female,2,2,White,2,Tennessee,East South Central,South
1494,1,1,Female,2,4,Asian,3,California,Pacific,West
1495,1,1,Female,2,4,White,3,Ohio,East North Central,Midwest
1496,1,1,Female,3,1,White,1,North Carolina,South Atlantic,South
1497,0,0,Female,2,2,White,1,Alabama,East South Central,South
1498,1,1,Male,5,3,White,2,Arizona,Mountain,West
1499,0,1,Female,5,3,Black,2,Ohio,East North Central,Midwest
1500,1,1,Female,3,2,White,2,DC,South Atlantic,South
1501,1,1,Female,5,3,White,2,California,Pacific,West
1502,1,1,Female,2,3,Hispanic,1,Tennessee,East South Central,South
1503,1,1,Female,3,5,White,3,Arkansas,West South Central,South
1504,1,1,Female,1,2,White,2,Ohio,East North Central,Midwest
1505,1,1,Female,4,4,White,3,California,Pacific,West
1506,1,1,Female,3,3,White,2,Wisconsin,East North Central,Midwest
1507,1,1,Male,5,3,NA,2,Colorado,Mountain,West
1508,1,1,Female,4,3,White,1,California,Pacific,West
1509,1,1,Female,3,2,White,2,Pennsylvania,Mid-Atlantic,Northeast
1510,1,1,Female,5,5,White,1,California,Pacific,West
1511,1,1,Male,3,2,White,2,California,Pacific,West
1512,1,0,Female,3,2,White,1,Florida,South Atlantic,South
1513,1,1,Female,2,5,Hispanic,3,Ohio,East North Central,Midwest
1514,1,1,Male,3,3,Hispanic,1,California,Pacific,West
1515,1,1,Female,2,3,White,2,Georgia,South Atlantic,South
1516,1,1,Female,4,4,White,3,NA,NA,NA
1517,1,1,NA,NA,NA,NA,2,Georgia,South Atlantic,South
1518,1,1,Female,1,2,White,2,Texas,West South Central,South
1519,1,1,Female,3,4,White,3,California,Pacific,West
1520,1,1,Female,2,4,Black,2,Ohio,East North Central,Midwest
1521,1,1,Female,5,4,White,3,Ohio,East North Central,Midwest
1522,1,0,Female,3,4,White,3,Florida,South Atlantic,South
1523,0,0,Male,5,2,White,2,Florida,South Atlantic,South
1524,0,0,Female,NA,5,White,3,Florida,South Atlantic,South
1525,1,1,Female,3,3,White,2,California,Pacific,West
1526,0,0,Female,4,2,White,1,Massachusetts,New England,Northeast
1527,0,1,Female,2,1,White,2,Pennsylvania,Mid-Atlantic,Northeast
1528,0,1,Female,4,2,Black,2,South Carolina,South Atlantic,South
1529,0,0,Female,3,4,White,2,Georgia,South Atlantic,South
1530,1,1,Female,2,3,Other,1,Oregon,Pacific,West
1531,1,1,Female,2,4,White,3,Indiana,East North Central,Midwest
1532,1,1,Male,5,4,White,2,Arizona,Mountain,West
1533,1,0,Male,4,2,White,3,California,Pacific,West
1534,1,1,Female,5,2,White,2,Colorado,Mountain,West
1535,1,0,Female,4,2,White,3,Kentucky,East South Central,South
1536,0,0,Male,2,5,White,3,North Carolina,South Atlantic,South
1537,1,1,Female,4,4,NA,3,Washington,Pacific,West
1538,1,1,Female,2,1,White,1,Maryland,South Atlantic,South
1539,1,1,Female,5,4,White,3,California,Pacific,West
1540,1,1,Female,3,5,White,3,Arizona,Mountain,West
1541,0,0,Female,1,2,White,3,California,Pacific,West
1542,1,1,Male,3,3,White,2,Wisconsin,East North Central,Midwest
1543,1,1,Male,2,2,White,2,Ohio,East North Central,Midwest
1544,1,1,Female,1,5,Asian,2,NA,NA,NA
1545,1,1,Female,2,5,White,2,Pennsylvania,Mid-Atlantic,Northeast
1546,1,1,Male,5,5,White,3,California,Pacific,West
1547,1,1,Female,2,5,White,2,New Jersey,Mid-Atlantic,Northeast
1548,1,1,Female,3,2,White,3,Ohio,East North Central,Midwest
1549,1,1,Female,5,5,White,2,California,Pacific,West
1550,0,1,Female,4,5,White,3,Florida,South Atlantic,South
1551,1,1,Female,3,3,White,2,North Carolina,South Atlantic,South
1552,1,1,Female,4,3,White,3,Texas,West South Central,South
1553,1,1,Female,3,5,White,3,Utah,Mountain,West
1554,1,0,Female,4,3,Black,2,New York,Mid-Atlantic,Northeast
1555,0,0,Female,2,3,White,2,Ohio,East North Central,Midwest
1556,1,0,Female,3,2,White,2,Arizona,Mountain,West
1557,1,1,Female,2,2,White,2,Illinois,East North Central,Midwest
1558,1,1,Male,2,4,Other,1,Ohio,East North Central,Midwest
1559,1,1,Female,3,2,White,2,Georgia,South Atlantic,South
1560,1,1,Male,5,3,White,2,Kentucky,East South Central,South
1561,1,1,Female,5,2,White,2,New York,Mid-Atlantic,Northeast
1562,1,1,Female,2,4,White,2,Arkansas,West South Central,South
1563,1,1,Female,3,3,White,2,Maryland,South Atlantic,South
1564,1,1,Female,1,2,Black,1,Missouri,West North Central,Midwest
1565,1,1,Female,2,3,White,2,Ohio,East North Central,Midwest
1566,0,1,Female,2,2,White,2,Minnesota,West North Central,Midwest
1567,1,1,Female,2,4,Other,3,Pennsylvania,Mid-Atlantic,Northeast
1568,1,0,Male,4,2,White,2,Alabama,East South Central,South
1569,0,0,Female,4,2,White,2,Oregon,Pacific,West
1570,1,1,Female,3,4,White,2,North Carolina,South Atlantic,South
1571,0,0,Female,3,1,White,1,Arkansas,West South Central,South
1572,1,1,Female,2,5,White,3,New York,Mid-Atlantic,Northeast
1573,1,1,Female,5,3,White,3,Massachusetts,New England,Northeast
1574,1,1,Male,3,5,White,3,Ohio,East North Central,Midwest
1575,1,1,Female,5,2,White,2,Virginia,South Atlantic,South
1576,1,1,Female,3,2,White,2,Missouri,West North Central,Midwest
1577,1,1,Female,3,4,White,2,Massachusetts,New England,Northeast
1578,1,1,Male,3,2,White,2,New York,Mid-Atlantic,Northeast
1579,1,1,Female,2,2,White,2,Minnesota,West North Central,Midwest
1580,1,1,Female,2,5,White,1,Arkansas,West South Central,South
1581,1,1,Female,3,3,White,2,Tennessee,East South Central,South
1582,1,1,Female,2,1,White,3,Tennessee,East South Central,South
1583,1,1,Male,4,2,White,3,Virginia,South Atlantic,South
1584,1,1,Male,4,1,White,2,Alabama,East South Central,South
1585,1,1,Female,3,4,White,3,Ohio,East North Central,Midwest
1586,1,1,Male,5,3,Other,3,Tennessee,East South Central,South
1587,1,1,Female,5,4,White,2,NA,NA,NA
1588,1,1,Female,4,2,White,3,Utah,Mountain,West
1589,1,1,Female,4,4,White,3,Minnesota,West North Central,Midwest
1590,1,1,Female,5,4,White,2,California,Pacific,West
1591,1,1,Male,4,1,Black,1,Ohio,East North Central,Midwest
1592,1,0,Male,3,3,White,1,California,Pacific,West
1593,1,1,Female,3,4,White,3,Pennsylvania,Mid-Atlantic,Northeast
1594,1,1,Female,5,4,White,3,Illinois,East North Central,Midwest
1595,1,1,Female,4,2,Black,2,Maryland,South Atlantic,South
1596,0,1,Male,3,2,White,2,Alabama,East South Central,South
1597,0,1,Female,3,4,White,2,Pennsylvania,Mid-Atlantic,Northeast
1598,1,0,Female,4,1,Black,1,Maryland,South Atlantic,South
1599,1,1,Male,5,5,White,3,Maryland,South Atlantic,South
1600,1,0,NA,4,3,White,1,California,Pacific,West
1601,1,1,Female,4,1,White,2,Iowa,West North Central,Midwest
1602,1,1,Male,5,3,White,2,Missouri,West North Central,Midwest
1603,1,1,Female,3,2,White,1,Ohio,East North Central,Midwest
1604,1,0,Male,3,3,Other,2,Massachusetts,New England,Northeast
1605,1,1,Female,2,4,White,2,Ohio,East North Central,Midwest
1606,0,0,Female,3,4,White,2,Minnesota,West North Central,Midwest
1607,1,1,Female,2,2,White,2,North Carolina,South Atlantic,South
1608,0,1,Female,3,4,White,3,Pennsylvania,Mid-Atlantic,Northeast
1609,1,1,Female,2,2,White,2,Kentucky,East South Central,South
1610,1,1,Female,2,2,White,2,Pennsylvania,Mid-Atlantic,Northeast
1611,1,1,Male,4,2,White,2,Ohio,East North Central,Midwest
1612,0,1,Female,3,5,White,2,Wisconsin,East North Central,Midwest
1613,1,1,Male,3,2,White,2,New York,Mid-Atlantic,Northeast
1614,1,1,Female,4,1,White,2,Colorado,Mountain,West
1615,1,1,Male,3,5,NA,2,California,Pacific,West
1616,1,1,Female,3,4,Asian,2,Michigan,East North Central,Midwest
1617,1,1,Female,4,4,White,2,Pennsylvania,Mid-Atlantic,Northeast
1618,1,1,Female,2,3,White,3,Pennsylvania,Mid-Atlantic,Northeast
1619,1,1,Female,2,4,NA,2,Pennsylvania,Mid-Atlantic,Northeast
1620,1,1,Female,2,2,White,2,Tennessee,East South Central,South
1621,1,1,Female,2,2,Other,2,Pennsylvania,Mid-Atlantic,Northeast
1622,1,1,Female,3,5,White,3,Pennsylvania,Mid-Atlantic,Northeast
1623,1,1,Female,3,1,White,2,Florida,South Atlantic,South
1624,0,1,Female,2,3,White,2,Pennsylvania,Mid-Atlantic,Northeast
1625,0,0,NA,NA,NA,NA,NA,Pennsylvania,Mid-Atlantic,Northeast
1626,1,1,Female,3,4,White,3,Pennsylvania,Mid-Atlantic,Northeast
1627,0,1,Female,2,1,White,2,Pennsylvania,Mid-Atlantic,Northeast
1628,1,1,Female,2,3,White,2,Pennsylvania,Mid-Atlantic,Northeast
1629,1,1,Female,2,2,White,3,Pennsylvania,Mid-Atlantic,Northeast
1630,1,1,Female,3,5,White,3,Pennsylvania,Mid-Atlantic,Northeast
1631,0,0,Female,2,1,NA,2,Pennsylvania,Mid-Atlantic,Northeast
1632,1,1,Female,3,2,White,1,Utah,Mountain,West
1633,0,1,Female,3,5,White,2,Pennsylvania,Mid-Atlantic,Northeast
1634,1,1,Female,2,2,White,3,Pennsylvania,Mid-Atlantic,Northeast
1635,0,1,Female,3,2,White,2,Pennsylvania,Mid-Atlantic,Northeast
1636,1,1,Female,3,3,Black,2,Pennsylvania,Mid-Atlantic,Northeast
1637,1,1,Male,5,3,White,2,Tennessee,East South Central,South
1638,1,1,Female,3,4,White,3,North Carolina,South Atlantic,South
1639,1,1,Female,2,4,White,2,Pennsylvania,Mid-Atlantic,Northeast
1640,0,1,Female,3,4,White,2,Pennsylvania,Mid-Atlantic,Northeast
1641,1,1,Female,2,2,White,3,Pennsylvania,Mid-Atlantic,Northeast
1642,1,1,Female,3,4,White,2,California,Pacific,West
1643,1,1,Female,4,3,White,3,North Carolina,South Atlantic,South
1644,1,0,Female,2,2,White,2,Pennsylvania,Mid-Atlantic,Northeast
1645,1,1,Female,3,4,White,3,Pennsylvania,Mid-Atlantic,Northeast
1646,1,1,Male,5,5,White,3,Oregon,Pacific,West
1647,1,1,Female,2,1,White,2,Pennsylvania,Mid-Atlantic,Northeast
1648,1,1,Female,2,3,White,2,Pennsylvania,Mid-Atlantic,Northeast
1649,1,1,Female,4,2,Black,3,Illinois,East North Central,Midwest
1650,1,1,Female,2,4,White,2,Pennsylvania,Mid-Atlantic,Northeast
1651,1,0,Female,3,4,White,2,NA,NA,NA
1652,1,0,NA,2,2,Black,2,Ohio,East North Central,Midwest
1653,1,0,Female,3,NA,Asian,1,California,Pacific,West
1654,0,0,Male,4,4,Other,3,Alabama,East South Central,South
1655,0,0,Female,2,5,Black,2,Georgia,South Atlantic,South
1656,0,0,Female,3,1,White,1,New York,Mid-Atlantic,NA
1657,1,1,Male,3,3,White,3,Florida,South Atlantic,NA
1658,1,1,Male,1,2,White,3,California,Pacific,NA
1659,0,1,Female,4,3,White,2,Oregon,Pacific,NA
1660,0,0,Female,2,4,White,1,Missouri,West North Central,NA
1661,1,1,Female,4,4,White,2,GA,South Atlantic,NA
1662,1,1,Female,1,5,White,3,Michigan,East North Central,NA
1663,1,1,Female,1,1,Black,1,New York,Mid-Atlantic,NA
1664,1,1,Female,1,2,Asian,2,NJ,Mid-Atlantic,NA
1665,0,1,Male,3,2,Black,2,NA,NA,NA
1666,1,0,Female,3,4,Black,1,CO,Mountain,NA
1667,1,1,Male,1,3,White,2,New York,Mid-Atlantic,NA
1668,1,1,Female,3,4,White,3,South carolina,South Atlantic,NA
1669,1,1,Female,1,4,White,2,Texas,West South Central,NA
1670,1,1,Female,4,3,White,1,New York,Mid-Atlantic,NA
1671,0,1,Female,1,2,NA,2,florida,South Atlantic,NA
1672,1,1,Male,4,4,White,2,Ohio,East North Central,NA
1673,1,0,Male,4,4,White,2,Or,Pacific,NA
1674,0,1,Female,1,2,Other,1,Florida,South Atlantic,NA
1675,1,1,Female,2,4,White,2,NY,Mid-Atlantic,NA
1676,1,1,Female,4,4,White,3,Minnesota,West North Central,NA
1677,0,1,Male,2,4,White,2,Idaho,Mountain,NA
1678,1,1,Female,5,3,White,4,California,Pacific,NA
1679,0,0,Female,2,5,White,2,MN,West North Central,NA
1680,1,1,Female,3,5,White,2,New York,Mid-Atlantic,NA
1681,1,1,Male,1,2,White,1,California,Pacific,NA
1682,1,0,Female,2,2,White,1,Alaska,Pacific,NA
1683,1,1,Female,1,4,White,3,Kentucky,East South Central,NA
1684,1,1,Female,2,4,White,2,Utah,Mountain,NA
1685,0,1,Female,3,1,White,2,Delaware,South Atlantic,NA
1686,1,1,Female,4,4,White,3,Minnesota,West North Central,NA
1687,1,1,Female,5,2,White,2,Al,East South Central,NA
1688,1,1,Female,3,5,White,2,GA,South Atlantic,NA
1689,1,1,Female,2,3,White,2,MN,West North Central,NA
1690,1,1,Female,2,2,Black,2,Georgia,South Atlantic,NA
1691,1,1,Male,3,2,Other,1,Delaware,South Atlantic,NA
1692,1,1,Female,2,4,White,3,CA,Pacific,NA
1693,1,1,Female,2,4,White,3,Ohio,East North Central,NA
1694,1,1,Female,1,2,White,1,New Jersey,Mid-Atlantic,NA
1695,1,1,Female,2,3,White,2,Tennessee,East South Central,NA
1696,1,1,Female,4,2,White,2,Ga,South Atlantic,NA
1697,1,1,Male,2,2,Hispanic,1,California,Pacific,NA
1698,1,1,Female,2,4,White,2,Ohio,East North Central,NA
1699,1,1,Female,4,4,White,2,Washington,Pacific,NA
1700,1,1,Female,4,4,White,3,California,Pacific,NA
1701,1,1,Female,4,5,White,3,Oregon,Pacific,NA
1702,1,0,Male,3,3,Black,1,Georgia,South Atlantic,NA
1703,1,0,Male,2,1,White,1,New York,Mid-Atlantic,NA
1704,1,1,Female,2,2,White,2,ohio,East North Central,NA
1705,1,1,Female,4,3,White,2,New York,Mid-Atlantic,NA
1706,1,1,Male,1,2,Black,2,New York,Mid-Atlantic,NA
1707,1,0,Female,2,5,White,3,FL,South Atlantic,NA
1708,0,0,Female,2,3,Hispanic,2,NJ,Mid-Atlantic,NA
1709,1,0,Male,3,3,White,3,Texas,West South Central,NA
1710,1,1,Female,3,2,White,3,Wisconsin,East North Central,NA
1711,0,0,Female,3,4,Asian,2,NA,NA,NA
1712,1,1,Male,2,2,White,4,Washington,Pacific,NA
1713,1,1,Female,5,5,White,2,MA,New England,NA
1714,1,1,Female,4,3,White,3,MD,South Atlantic,NA
1715,0,0,Female,3,NA,NA,2,CA,Pacific,NA
1716,1,1,Female,3,4,White,2,VA,South Atlantic,NA
1717,0,1,Female,3,2,Hispanic,2,Oregon,Pacific,NA
1718,1,1,Male,5,2,White,2,Ohio,East North Central,NA
1719,1,1,Female,3,4,Hispanic,2,FL,South Atlantic,NA
1720,1,1,Female,3,4,White,1,GA,South Atlantic,NA
1721,1,1,Male,4,3,White,1,TN,East South Central,NA
1722,0,0,Female,2,4,White,2,TX,West South Central,NA
1723,0,0,Female,4,3,White,2,Oregon,Pacific,NA
1724,1,1,Female,3,3,White,3,Maryland,South Atlantic,NA
1725,1,1,Female,2,1,White,3,California,Pacific,NA
1726,0,1,Female,5,5,NA,1,Oregon,Pacific,NA
1727,0,0,Female,4,2,Hispanic,1,California,Pacific,NA
1728,1,1,Male,5,5,White,2,California,Pacific,NA
1729,1,1,Female,2,5,Other,3,New Mexico,Mountain,NA
1730,1,0,Male,2,3,White,2,Tx,West South Central,NA
1731,1,1,Female,1,1,White,2,CA,Pacific,NA
1732,0,0,Female,2,1,White,1,California,Pacific,NA
1733,1,1,Male,NA,5,White,1,Washington,Pacific,NA
1734,1,1,Female,2,2,White,2,Md,South Atlantic,NA
1735,1,1,Female,4,2,White,3,California,Pacific,NA
1736,1,1,Female,2,3,White,2,Washington,Pacific,NA
1737,0,1,Female,3,1,White,2,New York,Mid-Atlantic,NA
1738,1,1,Female,2,2,Hispanic,1,CA,Pacific,NA
1739,1,1,Female,2,4,White,2,SC,South Atlantic,NA
1740,1,1,Female,2,5,White,3,CA,Pacific,NA
1741,1,1,Male,2,2,Hispanic,1,Ohio,East North Central,NA
1742,1,1,Male,5,3,White,2,Maine,New England,NA
1743,1,1,Male,4,3,White,1,North Carolina,South Atlantic,NA
1744,0,1,Female,2,3,White,2,ohio,East North Central,NA
1745,1,1,Female,3,3,White,1,TN,East South Central,NA
1746,1,0,Female,3,4,White,2,Virginia,South Atlantic,NA
1747,1,1,Male,5,3,White,2,Ohio,East North Central,NA
1748,1,1,Male,5,4,White,2,Ohio,East North Central,NA
1749,0,1,Female,3,1,White,2,OR,Pacific,NA
1750,1,1,Male,2,1,Black,1,Nj,Mid-Atlantic,NA
1751,1,1,Female,1,2,White,2,Ohio,East North Central,NA
1752,1,1,Female,5,5,White,3,New York,Mid-Atlantic,NA
1753,1,1,Male,4,2,White,3,CA,Pacific,NA
1754,1,1,Female,3,4,White,3,Oregon,Pacific,NA
1755,1,1,Female,3,3,Other,2,Oregon,Pacific,NA
1756,1,1,Female,3,3,Black,1,Rochestere NY,Mid-Atlantic,NA
1757,1,1,Male,4,2,White,3,New Jersey,Mid-Atlantic,NA
1758,1,1,Female,1,1,White,1,Utah,Mountain,NA
1759,1,1,Female,4,4,White,2,Oklahoma,West South Central,NA
1760,1,1,NA,1,2,White,1,IL,East North Central,NA
1761,1,1,Male,5,4,White,2,NA,NA,NA
1762,1,1,Male,5,2,White,2,Maryland,South Atlantic,NA
1763,1,1,Female,2,1,White,3,California,Pacific,NA
1764,0,0,Female,4,3,White,3,PA,Mid-Atlantic,NA
1765,1,1,Female,2,4,White,2,NY,Mid-Atlantic,NA
1766,1,1,Female,2,4,Hispanic,2,NY,Mid-Atlantic,NA
1767,1,1,Female,3,2,White,2,New York,Mid-Atlantic,NA
1768,1,1,Female,3,1,Hispanic,2,NM,Mountain,NA
1769,1,1,Male,4,3,White,2,MD,South Atlantic,NA
1770,1,1,Female,3,1,Other,2,Maryland,South Atlantic,NA
1771,1,1,Female,4,1,Other,1,New York,Mid-Atlantic,NA
1772,1,1,Female,4,3,White,2,Florida,South Atlantic,NA
1773,1,1,Female,3,3,White,1,Nevada,Mountain,NA
1774,1,1,Female,3,5,Black,2,MD,South Atlantic,NA
1775,0,0,Male,3,1,White,3,AL,East South Central,NA
1776,1,1,Female,4,3,White,2,MA,New England,NA
1777,1,1,Male,4,1,White,2,OHIO,East North Central,NA
1778,1,1,Male,4,2,White,2,Virginia,South Atlantic,NA
1779,1,1,Female,3,4,White,2,TEXAS,West South Central,NA
1780,1,1,Male,2,5,White,3,New York,Mid-Atlantic,NA
1781,1,1,Male,3,5,White,3,Virginia,South Atlantic,NA
1782,1,1,Female,3,5,White,3,MA,New England,NA
1783,0,1,Female,2,5,Other,2,NC,South Atlantic,NA
1784,1,0,NA,1,3,White,2,MN,West North Central,NA
1785,1,1,Female,2,5,White,3,Virginia,South Atlantic,NA
1786,1,0,Female,2,5,White,3,Georgia,South Atlantic,NA
1787,1,1,Female,4,3,White,2,PA,Mid-Atlantic,NA
1788,1,1,Female,3,2,Other,1,New York,Mid-Atlantic,NA
1789,1,1,Female,5,5,White,2,tennessee,East South Central,NA
1790,1,1,Female,3,2,White,2,Virginia,South Atlantic,NA
1791,1,1,Female,4,2,White,3,Florida,South Atlantic,NA
1792,1,1,Male,5,3,White,2,Okio,East North Central,NA
1793,1,1,Male,3,3,White,3,Arkansas,West South Central,NA
1794,1,1,Male,5,5,White,3,Florida,South Atlantic,NA
1795,1,1,Female,2,4,White,2,Texas,West South Central,NA
1796,1,1,Female,5,4,White,2,MD,South Atlantic,NA
1797,1,1,Male,3,3,Hispanic,2,Virginia,South Atlantic,NA
1798,1,1,Female,3,4,White,2,Maine,New England,NA
1799,1,1,Female,2,2,White,2,Texas,West South Central,NA
1800,1,1,Female,3,4,White,3,VA,South Atlantic,NA
1801,1,1,Male,3,5,White,2,Missori,West North Central,NA
1802,1,1,Female,3,2,Other,3,Maryland,South Atlantic,NA
1803,0,0,Male,4,5,White,3,New Jersey,Mid-Atlantic,NA
1804,1,1,Male,4,2,White,2,Arkansas,West South Central,NA
1805,1,1,Female,2,2,White,2,SC,South Atlantic,NA
1806,1,1,Female,4,1,White,2,Missouri,West North Central,NA
1807,1,1,Female,2,2,White,2,Ohio,East North Central,NA
1808,1,1,Male,4,5,White,3,Massachusetts,New England,NA
1809,1,1,Female,2,5,Hispanic,2,Minnesota,West North Central,NA
1810,1,1,Female,4,4,White,2,NA,NA,NA
1811,1,1,Female,2,4,White,4,MN,West North Central,NA
1812,1,1,Female,3,5,White,2,Texas,West South Central,NA
1813,1,1,Male,4,5,White,3,Maryland,South Atlantic,NA
1814,1,1,Female,4,3,White,2,New York,Mid-Atlantic,NA
1815,1,0,Female,2,2,White,2,WA,Pacific,NA
1816,1,1,Female,5,2,White,2,New York,Mid-Atlantic,NA
1817,0,0,Female,3,3,NA,2,Texas,West South Central,NA
1818,1,0,Female,2,2,Hispanic,1,NY,Mid-Atlantic,NA
1819,0,0,Female,2,1,White,2,Texas,West South Central,NA
1820,1,1,Male,4,3,White,2,NJ,Mid-Atlantic,NA
1821,1,1,Female,3,2,White,2,OH,East North Central,NA
1822,1,1,Male,5,3,White,2,California,Pacific,NA
1823,0,0,Male,4,2,Other,3,Missouri,West North Central,NA
1824,1,1,Female,3,4,White,2,California,Pacific,NA
1825,1,1,Female,3,4,White,3,Virginia,South Atlantic,NA
1826,1,0,Female,2,2,White,2,Illinois,East North Central,NA
1827,0,0,Female,4,2,White,2,VA,South Atlantic,NA
1828,1,1,Female,3,3,White,2,Virginia,South Atlantic,NA
1829,1,1,Female,2,5,White,2,Ohio,East North Central,NA
1830,1,1,Female,4,2,White,2,Ohio,East North Central,NA
1831,1,1,Female,2,4,White,3,Maryland,South Atlantic,NA
1832,1,1,Male,5,4,White,1,California,Pacific,NA
1833,1,1,Female,4,4,White,3,Arizona,Mountain,NA
1834,1,1,Female,3,3,White,3,Virginia,South Atlantic,NA
1835,0,0,Female,2,2,White,2,NY,Mid-Atlantic,NA
1836,1,1,Female,2,4,White,2,NY,Mid-Atlantic,NA
1837,0,0,Female,3,2,White,3,Texas,West South Central,NA
1838,0,0,Female,3,3,White,2,Michigan,East North Central,NA
1839,1,1,Male,3,3,White,2,Utah,Mountain,NA
1840,1,1,Male,5,5,White,2,Virginia,South Atlantic,NA
1841,1,1,Male,4,5,White,3,Florida,South Atlantic,NA
1842,1,1,Female,2,4,White,2,Illinois,East North Central,NA
1843,1,1,Female,5,4,White,2,Ks,West North Central,NA
1844,1,1,Female,3,2,White,2,New York,Mid-Atlantic,NA
1845,1,1,Male,4,4,White,2,OHIO,East North Central,NA
1846,0,1,Male,4,4,Other,3,Virginia,South Atlantic,NA
1847,1,1,Male,4,3,White,2,Kentucky,East South Central,NA
1848,1,1,Male,4,4,White,2,OR,Pacific,NA
1849,1,1,Female,2,4,Hispanic,2,TX,West South Central,NA
1850,0,0,Female,3,2,White,2,Michigan,East North Central,NA
1851,1,1,Male,4,3,White,2,NC,South Atlantic,NA
1852,1,1,Female,5,4,White,3,north carolina,South Atlantic,NA
1853,1,1,Male,5,3,White,2,OREGON,Pacific,NA
1854,1,1,Female,2,1,White,1,Ohio,East North Central,NA
1855,1,1,Male,5,1,White,2,Wisconsin,East North Central,NA
1856,1,1,Male,4,2,White,3,ct,New England,NA
1857,1,1,Female,3,5,White,3,Georgia,South Atlantic,NA
1858,1,1,Male,4,4,White,2,New York,Mid-Atlantic,NA
1859,1,1,Male,2,3,White,2,GA,South Atlantic,NA
1860,1,1,Male,5,4,White,3,florida,South Atlantic,NA
1861,1,1,Female,3,4,White,1,Arizona,Mountain,NA
1862,1,1,Male,4,2,White,2,Wisconsin,East North Central,NA
1863,1,1,Male,4,5,White,3,Maryland,South Atlantic,NA
1864,1,1,Male,5,3,White,2,WA,Pacific,NA
1865,1,1,Female,3,4,White,3,OH,East North Central,NA
1866,1,1,Female,2,5,White,2,Tennessee,East South Central,NA
1867,1,1,Male,4,3,White,2,New York,Mid-Atlantic,NA
1868,0,1,Female,5,2,White,2,Florida,South Atlantic,NA
1869,0,1,Female,3,2,White,2,PA,Mid-Atlantic,NA
