id,covid_vaccine,flu_shot,gender,age_group,education,race,financial_status,US_State,Census_region,Region
1,1,1,Female,4,5,White,3,Florida,South Atlantic,South
2,1,1,Male,2,5,Asian,3,New York,Mid-Atlantic,Northeast
3,1,1,Female,3,4,White,3,Pennsylvania,Mid-Atlantic,Northeast
4,0,1,Female,2,2,White,2,Pennsylvania,Mid-Atlantic,Northeast
5,0,1,Female,2,1,White,2,Pennsylvania,Mid-Atlantic,Northeast
6,1,1,Female,5,2,White,2,Pennsylvania,Mid-Atlantic,Northeast
7,0,1,Male,2,2,NA,2,Pennsylvania,Mid-Atlantic,Northeast
8,0,1,Male,2,5,Black,2,New Jersey,Mid-Atlantic,Northeast
9,0,0,Female,3,5,Black,2,Georgia,South Atlantic,South
10,1,1,Male,3,4,White,3,Michigan,East North Central,Midwest
11,1,1,Female,3,3,White,4,New York,Mid-Atlantic,Northeast
12,1,1,Female,2,2,Hispanic,2,Tennessee,East South Central,South
13,1,1,Female,2,2,White,3,Pennsylvania,Mid-Atlantic,Northeast
14,1,1,Female,3,4,White,2,Ohio,East North Central,Midwest
15,1,0,Female,2,4,Black,2,New Jersey,Mid-Atlantic,Northeast
16,1,1,Female,3,1,White,2,Pennsylvania,Mid-Atlantic,Northeast
17,1,1,Female,3,3,White,2,Pennsylvania,Mid-Atlantic,Northeast
18,0,1,Male,2,1,White,2,Pennsylvania,Mid-Atlantic,Northeast
19,0,1,Female,3,3,White,2,New Jersey,Mid-Atlantic,Northeast
20,1,1,Female,1,2,White,2,Virginia,South Atlantic,South
21,1,1,Female,3,3,White,2,Pennsylvania,Mid-Atlantic,Northeast
22,1,1,Female,3,2,White,1,Washington,Pacific,West
23,1,1,Female,1,3,White,2,Pennsylvania,Mid-Atlantic,Northeast
24,0,0,Female,2,4,NA,1,Oregon,Pacific,West
25,1,1,Female,5,4,White,2,Pennsylvania,Mid-Atlantic,Northeast
26,1,0,Female,3,2,White,2,Pennsylvania,Mid-Atlantic,Northeast
27,0,1,Male,3,2,White,1,Pennsylvania,Mid-Atlantic,Northeast
28,1,1,Female,3,5,White,3,Pennsylvania,Mid-Atlantic,Northeast
29,0,1,Female,3,2,White,2,Pennsylvania,Mid-Atlantic,Northeast
30,1,1,Female,4,3,White,2,Pennsylvania,Mid-Atlantic,Northeast
31,1,1,Female,2,1,White,2,Pennsylvania,Mid-Atlantic,Northeast
32,1,1,Female,2,4,White,4,Pennsylvania,Mid-Atlantic,Northeast
33,1,1,Female,4,3,White,4,Pennsylvania,Mid-Atlantic,Northeast
34,1,1,Female,4,3,White,3,Pennsylvania,Mid-Atlantic,Northeast
35,0,1,Female,2,2,White,2,NA,NA,NA
36,1,1,Female,2,5,White,2,Pennsylvania,Mid-Atlantic,Northeast
37,1,1,Female,3,5,White,3,Pennsylvania,Mid-Atlantic,Northeast
38,1,1,Female,5,2,White,2,Pennsylvania,Mid-Atlantic,Northeast
39,1,1,Male,4,1,White,2,Pennsylvania,Mid-Atlantic,Northeast
40,1,1,Female,4,4,White,3,Georgia,South Atlantic,South
41,1,1,Female,2,2,White,2,Pennsylvania,Mid-Atlantic,Northeast
42,1,1,Female,5,2,White,2,Pennsylvania,Mid-Atlantic,Northeast
43,1,1,Female,4,2,White,2,Pennsylvania,Mid-Atlantic,Northeast
44,1,1,Male,4,2,White,2,Pennsylvania,Mid-Atlantic,Northeast
45,1,1,Female,5,1,White,2,NA,NA,NA
46,1,1,Female,3,2,White,1,Pennsylvania,Mid-Atlantic,Northeast
47,1,1,Female,2,4,White,3,Pennsylvania,Mid-Atlantic,Northeast
48,1,1,Female,4,4,White,3,Pennsylvania,Mid-Atlantic,Northeast
49,1,1,Female,2,2,White,2,Pennsylvania,Mid-Atlantic,Northeast
50,1,1,Female,2,5,White,3,Pennsylvania,Mid-Atlantic,Northeast
51,1,1,Female,2,4,Asian,2,NA,NA,NA
52,1,1,Female,2,5,Asian,2,California,Pacific,West
53,1,0,Male,2,5,Other,2,Pennsylvania,Mid-Atlantic,Northeast
54,1,1,Female,5,2,White,3,Pennsylvania,Mid-Atlantic,Northeast
55,1,1,Female,5,2,White,3,Pennsylvania,Mid-Atlantic,Northeast
56,1,1,Male,3,3,NA,3,NA,NA,NA
57,1,0,Male,2,3,Asian,2,California,Pacific,West
58,1,0,Male,2,5,White,3,Pennsylvania,Mid-Atlantic,Northeast
59,1,1,Female,3,2,Other,2,Nebraska,West North Central,Midwest
60,1,1,Female,2,4,White,2,Pennsylvania,Mid-Atlantic,Northeast
61,1,1,Female,3,5,Hispanic,2,Pennsylvania,Mid-Atlantic,Northeast
62,1,1,Male,2,2,White,2,Pennsylvania,Mid-Atlantic,Northeast
63,1,1,Female,4,4,White,2,Maryland,South Atlantic,South
64,1,1,Female,3,4,White,2,Pennsylvania,Mid-Atlantic,Northeast
65,0,1,Male,3,2,White,2,Michigan,East North Central,Midwest
66,1,1,Male,4,2,White,4,Pennsylvania,Mid-Atlantic,Northeast
67,0,0,Female,2,3,White,2,Pennsylvania,Mid-Atlantic,Northeast
68,1,1,Female,1,2,White,2,Pennsylvania,Mid-Atlantic,Northeast
69,1,1,Male,2,3,Asian,2,Pennsylvania,Mid-Atlantic,Northeast
70,1,1,Female,1,2,White,2,Maryland,South Atlantic,South
71,1,1,Female,2,4,Asian,2,Pennsylvania,Mid-Atlantic,Northeast
72,1,1,Male,2,5,Asian,3,Pennsylvania,Mid-Atlantic,Northeast
73,1,0,Female,2,4,Other,3,Texas,West South Central,South
74,1,1,Female,4,1,White,2,Pennsylvania,Mid-Atlantic,Northeast
75,1,1,Male,4,4,White,3,Pennsylvania,Mid-Atlantic,Northeast
76,1,1,Female,2,5,White,3,Pennsylvania,Mid-Atlantic,Northeast
77,1,1,Female,1,2,Asian,2,Pennsylvania,Mid-Atlantic,Northeast
78,0,1,Female,2,4,White,3,Pennsylvania,Mid-Atlantic,Northeast
79,1,1,Female,2,4,Asian,3,New Jersey,Mid-Atlantic,Northeast
80,1,1,Female,2,5,White,2,Washington,Pacific,West
81,0,1,Female,2,2,White,2,Iowa,West North Central,Midwest
82,1,0,Female,3,4,Asian,2,Michigan,East North Central,Midwest
83,1,1,Female,3,5,White,3,Massachusetts,New England,Northeast
84,1,1,Female,2,4,White,2,Florida,South Atlantic,South
85,0,1,Female,2,5,White,3,Wisconsin,East North Central,Midwest
86,1,0,Female,3,1,White,2,Illinois,East North Central,Midwest
87,1,1,Female,3,4,White,3,Idaho,Mountain,West
88,1,1,Female,2,5,Asian,2,New York,Mid-Atlantic,Northeast
89,1,1,Female,4,1,White,2,Pennsylvania,Mid-Atlantic,Northeast
90,0,1,Female,2,3,White,2,West Virginia,South Atlantic,South
91,0,1,Female,2,1,White,1,New Jersey,Mid-Atlantic,Northeast
92,1,1,Female,3,4,White,2,Wisconsin,East North Central,Midwest
93,1,1,Female,3,5,Asian,3,Illinois,East North Central,Midwest
94,1,1,Female,2,5,White,3,Texas,West South Central,South
95,1,1,Female,3,5,Other,3,Maryland,South Atlantic,South
96,1,0,Female,2,4,Asian,2,Florida,South Atlantic,South
97,1,1,Male,2,2,Asian,3,Hawaii,Pacific,West
98,1,1,Female,3,1,White,2,Vermont,New England,Northeast
99,1,1,Female,4,2,White,2,Florida,South Atlantic,South
100,1,1,Female,3,4,White,2,Arkansas,West South Central,South
101,1,1,Female,3,5,White,3,Pennsylvania,Mid-Atlantic,Northeast
102,1,1,Female,3,3,White,2,Pennsylvania,Mid-Atlantic,Northeast
103,1,1,Female,3,2,White,2,Pennsylvania,Mid-Atlantic,Northeast
104,1,1,Female,2,4,Asian,2,Illinois,East North Central,Midwest
105,1,1,Female,2,4,White,3,Pennsylvania,Mid-Atlantic,Northeast
106,1,1,Female,3,NA,White,2,Michigan,East North Central,Midwest
107,1,1,Female,4,4,White,2,NA,NA,NA
108,1,0,Male,2,4,White,2,Pennsylvania,Mid-Atlantic,Northeast
109,1,0,Male,2,3,White,3,Florida,South Atlantic,South
110,1,1,Female,2,4,White,4,Pennsylvania,Mid-Atlantic,Northeast
111,1,1,Female,2,2,White,3,Ohio,East North Central,Midwest
112,1,1,Female,3,2,White,2,Nebraska,West North Central,Midwest
113,1,1,Female,3,2,White,3,Kansas,West North Central,Midwest
114,1,1,Female,2,2,White,3,Maryland,South Atlantic,South
115,1,1,Female,3,1,White,2,Pennsylvania,Mid-Atlantic,Northeast
116,0,1,Female,2,3,Hispanic,2,Illinois,East North Central,Midwest
117,1,1,Male,2,5,White,2,Pennsylvania,Mid-Atlantic,Northeast
118,0,0,Female,2,2,White,2,Pennsylvania,Mid-Atlantic,Northeast
119,1,1,Male,5,5,White,3,Pennsylvania,Mid-Atlantic,Northeast
120,0,0,Female,1,1,White,2,Pennsylvania,Mid-Atlantic,Northeast
121,0,1,Female,2,3,White,2,New Hampshire,New England,Northeast
122,1,1,Female,3,2,White,3,Minnesota,West North Central,Midwest
123,1,1,Female,3,4,NA,2,Pennsylvania,Mid-Atlantic,Northeast
124,1,1,Female,2,2,White,3,Pennsylvania,Mid-Atlantic,Northeast
125,1,1,Female,4,2,White,1,Texas,West South Central,South
126,1,1,Female,1,3,Hispanic,2,Georgia,South Atlantic,South
127,1,0,Female,3,2,White,2,Pennsylvania,Mid-Atlantic,Northeast
128,0,1,Male,3,4,White,3,Pennsylvania,Mid-Atlantic,Northeast
129,1,1,NA,NA,NA,NA,2,Massachusetts,New England,Northeast
130,0,0,Male,2,2,White,2,Michigan,East North Central,Midwest
131,1,1,Female,4,4,White,2,Arkansas,West South Central,South
132,0,1,Male,2,4,Asian,2,Michigan,East North Central,Midwest
133,1,1,Female,2,1,White,2,Pennsylvania,Mid-Atlantic,Northeast
134,1,1,Female,3,3,White,2,Illinois,East North Central,Midwest
135,1,1,Female,3,5,White,2,New York,Mid-Atlantic,Northeast
136,1,1,Female,2,1,White,2,Michigan,East North Central,Midwest
137,1,1,Female,3,5,White,3,Florida,South Atlantic,South
138,0,0,Female,2,2,White,2,North Carolina,South Atlantic,South
139,0,1,Female,3,1,White,2,Georgia,South Atlantic,South
140,0,1,Female,3,1,White,2,Texas,West South Central,South
141,0,1,Female,2,3,White,2,Washington,Pacific,West
142,1,1,Female,1,4,White,2,Pennsylvania,Mid-Atlantic,Northeast
143,1,1,Female,1,2,Asian,3,Pennsylvania,Mid-Atlantic,Northeast
144,1,1,Female,3,5,White,2,New Jersey,Mid-Atlantic,Northeast
145,0,1,Female,3,5,White,2,Pennsylvania,Mid-Atlantic,Northeast
146,1,1,Female,2,5,Asian,2,Utah,Mountain,West
147,1,1,Female,2,2,White,2,New Hampshire,New England,Northeast
148,1,1,Female,3,2,White,2,Pennsylvania,Mid-Atlantic,Northeast
149,1,1,Female,1,2,White,2,Pennsylvania,Mid-Atlantic,Northeast
150,0,0,Female,3,4,White,2,California,Pacific,West
151,1,1,Female,2,3,White,3,Montana,Mountain,West
152,1,1,Female,2,2,White,2,Kansas,West North Central,Midwest
153,1,1,Female,1,2,White,2,Massachusetts,New England,Northeast
154,1,1,Female,2,4,White,2,Louisiana,West South Central,South
155,0,0,Female,3,1,White,2,North Carolina,South Atlantic,South
156,1,1,Female,3,4,White,2,California,Pacific,West
157,1,1,Female,3,3,White,2,Montana,Mountain,West
158,0,0,Female,3,1,White,2,Connecticut,New England,Northeast
159,1,1,Female,2,4,White,3,Minnesota,West North Central,Midwest
160,1,1,Female,2,2,White,1,Nebraska,West North Central,Midwest
161,1,1,Female,4,3,White,2,New Jersey,Mid-Atlantic,Northeast
162,1,1,Female,2,1,Hispanic,2,New York,Mid-Atlantic,Northeast
163,1,1,Female,2,4,White,3,Oregon,Pacific,West
164,0,1,Female,2,2,NA,2,Pennsylvania,Mid-Atlantic,Northeast
165,1,1,Female,4,4,White,3,New Jersey,Mid-Atlantic,Northeast
166,1,1,Female,4,NA,White,2,Pennsylvania,Mid-Atlantic,Northeast
167,1,1,Female,2,2,White,2,Colorado,Mountain,West
168,1,1,Female,2,3,White,2,Tennessee,East South Central,South
169,1,0,Female,3,2,White,3,Washington,Pacific,West
170,1,1,Female,3,3,White,2,Maryland,South Atlantic,South
171,1,1,Female,2,4,White,2,Pennsylvania,Mid-Atlantic,Northeast
172,0,1,NA,NA,5,NA,NA,NA,NA,NA
173,1,1,Female,4,3,White,2,New Jersey,Mid-Atlantic,Northeast
174,1,1,Male,3,5,White,3,Missouri,West North Central,Midwest
175,1,1,Male,4,5,White,3,Pennsylvania,Mid-Atlantic,Northeast
176,0,1,Female,3,3,White,2,Pennsylvania,Mid-Atlantic,Northeast
177,1,1,Female,3,2,White,2,California,Pacific,West
178,1,0,Female,5,3,NA,3,Pennsylvania,Mid-Atlantic,Northeast
179,1,1,Female,2,2,White,2,North Carolina,South Atlantic,South
180,1,1,Female,2,5,White,2,Georgia,South Atlantic,South
181,1,0,Female,2,1,White,2,Georgia,South Atlantic,South
182,1,1,Female,2,3,White,2,Pennsylvania,Mid-Atlantic,Northeast
183,1,1,Female,4,3,White,2,Texas,West South Central,South
184,1,1,Female,4,4,White,2,Pennsylvania,Mid-Atlantic,Northeast
185,1,1,Female,3,5,White,2,Pennsylvania,Mid-Atlantic,Northeast
186,1,1,Female,3,2,White,2,Pennsylvania,Mid-Atlantic,Northeast
187,1,1,Male,2,5,Black,3,New York,Mid-Atlantic,Northeast
188,1,1,Male,1,2,White,2,Kentucky,East South Central,South
189,0,1,Female,3,1,White,3,Tennessee,East South Central,South
190,1,1,Female,3,4,Asian,1,Ohio,East North Central,Midwest
191,1,1,Female,2,5,Black,2,Mississippi,East South Central,South
192,0,0,Male,5,3,White,2,Florida,South Atlantic,South
193,1,1,Female,2,2,Hispanic,3,New Jersey,Mid-Atlantic,Northeast
194,1,1,Female,2,5,White,3,Ohio,East North Central,Midwest
195,1,1,Female,2,4,White,3,Maryland,South Atlantic,South
196,1,1,Female,4,4,Hispanic,2,California,Pacific,West
197,0,0,Female,2,2,White,2,Minnesota,West North Central,Midwest
198,1,1,Female,2,5,White,3,Texas,West South Central,South
199,0,0,Male,3,1,White,2,New Jersey,Mid-Atlantic,Northeast
200,1,1,Female,3,2,White,3,Tennessee,East South Central,South
201,0,1,Male,3,3,White,2,Pennsylvania,Mid-Atlantic,Northeast
202,1,1,Female,2,2,White,2,Missouri,West North Central,Midwest
203,1,1,Female,2,3,NA,3,Pennsylvania,Mid-Atlantic,Northeast
204,1,1,Female,1,1,White,1,Texas,West South Central,South
205,1,1,Male,4,4,White,2,Missouri,West North Central,Midwest
206,1,1,Female,3,2,White,2,New Hampshire,New England,Northeast
207,1,1,Female,5,3,Black,3,Arkansas,West South Central,South
208,1,0,Male,4,5,White,2,Illinois,East North Central,Midwest
209,1,1,Female,4,1,White,1,Nevada,Mountain,West
210,1,1,Female,4,5,Black,3,California,Pacific,West
211,1,1,Female,2,4,White,3,Michigan,East North Central,Midwest
212,1,1,Male,2,5,White,2,Pennsylvania,Mid-Atlantic,Northeast
213,1,1,Female,4,5,White,3,North Carolina,South Atlantic,South
214,1,1,Female,4,4,White,3,Massachusetts,New England,Northeast
215,1,1,Female,5,2,White,2,Arizona,Mountain,West
216,1,1,Female,4,3,Other,2,Missouri,West North Central,Midwest
217,1,1,Female,5,3,White,1,Oregon,Pacific,West
218,1,1,Female,4,4,White,2,California,Pacific,West
219,1,1,Female,3,4,White,2,Oregon,Pacific,West
220,1,1,Female,5,4,White,3,Oregon,Pacific,West
221,1,1,Male,2,2,White,2,Pennsylvania,Mid-Atlantic,Northeast
222,1,1,Male,2,5,Hispanic,3,New Mexico,Mountain,West
223,1,1,Female,2,3,White,2,Pennsylvania,Mid-Atlantic,Northeast
224,1,0,Female,2,1,White,3,Maryland,South Atlantic,South
225,1,1,Female,5,2,White,3,Tennessee,East South Central,South
226,1,1,Female,3,4,White,2,New York,Mid-Atlantic,Northeast
227,0,1,Female,3,2,White,3,New Jersey,Mid-Atlantic,Northeast
228,1,1,Female,2,2,White,3,Pennsylvania,Mid-Atlantic,Northeast
229,1,1,Female,3,3,White,2,Missouri,West North Central,Midwest
230,1,1,Female,3,2,White,3,Virginia,South Atlantic,South
231,1,1,Male,4,2,White,3,New Jersey,Mid-Atlantic,Northeast
232,1,1,Female,4,3,White,2,Ohio,East North Central,Midwest
233,1,1,Female,3,3,White,2,Georgia,South Atlantic,South
234,1,1,Female,2,2,White,2,Ohio,East North Central,Midwest
235,1,1,Female,5,4,White,3,DC,South Atlantic,South
236,1,1,Female,4,4,White,3,Indiana,East North Central,Midwest
237,1,1,Female,5,1,White,1,Pennsylvania,Mid-Atlantic,Northeast
238,1,1,Female,1,2,White,3,Connecticut,New England,Northeast
239,0,0,Female,2,4,NA,2,Washington,Pacific,West
240,1,1,Female,1,1,White,2,Pennsylvania,Mid-Atlantic,Northeast
241,1,1,Female,2,5,White,2,Pennsylvania,Mid-Atlantic,Northeast
242,1,1,Male,2,2,White,2,Indiana,East North Central,Midwest
243,1,1,Female,1,2,White,1,Texas,West South Central,South
244,1,1,Female,5,5,White,2,NA,NA,NA
245,1,1,Female,5,2,White,2,Missouri,West North Central,Midwest
246,0,1,Female,2,3,White,2,Florida,South Atlantic,South
247,1,1,Female,3,1,White,2,Pennsylvania,Mid-Atlantic,Northeast
248,1,1,Male,3,4,White,2,Iowa,West North Central,Midwest
249,1,1,Female,3,2,White,2,Michigan,East North Central,Midwest
250,0,0,Female,3,1,White,2,South Carolina,South Atlantic,South
251,1,1,Female,2,4,White,2,Pennsylvania,Mid-Atlantic,Northeast
252,1,1,Female,2,2,White,2,Texas,West South Central,South
253,1,1,Female,5,2,White,2,Washington,Pacific,West
254,0,1,Female,3,2,White,2,Pennsylvania,Mid-Atlantic,Northeast
255,1,1,Female,2,4,White,3,Pennsylvania,Mid-Atlantic,Northeast
256,1,1,Female,2,4,Other,2,Utah,Mountain,West
257,1,1,Female,2,5,Asian,3,Maryland,South Atlantic,South
258,1,1,Male,2,5,White,2,Pennsylvania,Mid-Atlantic,Northeast
259,1,0,Female,3,4,White,3,New Jersey,Mid-Atlantic,Northeast
260,1,1,Female,5,5,White,2,North Carolina,South Atlantic,South
261,1,1,Female,2,3,White,2,Ohio,East North Central,Midwest
262,1,1,Female,2,5,White,3,Pennsylvania,Mid-Atlantic,Northeast
263,0,0,Male,2,1,White,2,Pennsylvania,Mid-Atlantic,Northeast
264,1,1,Female,3,2,White,2,New York,Mid-Atlantic,Northeast
265,1,1,Male,2,5,White,2,Pennsylvania,Mid-Atlantic,Northeast
266,0,0,Female,3,3,White,1,Pennsylvania,Mid-Atlantic,Northeast
267,0,1,Female,5,1,NA,2,NA,NA,NA
268,1,1,Female,2,2,White,1,Pennsylvania,Mid-Atlantic,Northeast
269,1,1,Male,2,1,White,1,Pennsylvania,Mid-Atlantic,Northeast
270,0,0,Female,3,2,White,2,Pennsylvania,Mid-Atlantic,Northeast
271,1,1,Male,5,4,White,2,NA,NA,NA
272,1,1,Male,1,4,Asian,1,Michigan,East North Central,Midwest
273,1,0,Female,2,4,White,2,Pennsylvania,Mid-Atlantic,Northeast
274,1,0,Female,3,2,White,1,Pennsylvania,Mid-Atlantic,Northeast
275,0,0,Male,2,1,NA,2,Pennsylvania,Mid-Atlantic,Northeast
276,0,0,Female,3,2,White,2,Pennsylvania,Mid-Atlantic,Northeast
277,0,1,Male,2,2,Black,2,Florida,South Atlantic,South
278,0,1,Female,3,3,White,3,Texas,West South Central,South
279,1,1,Female,3,4,White,3,Tennessee,East South Central,South
280,0,0,Female,2,5,NA,3,California,Pacific,West
281,0,1,Female,3,3,NA,1,Pennsylvania,Mid-Atlantic,Northeast
282,1,1,Female,3,1,White,3,Kentucky,East South Central,South
283,0,0,Female,3,1,Black,1,Tennessee,East South Central,South
284,1,1,Female,3,4,White,3,Tennessee,East South Central,South
285,0,1,Female,4,5,NA,2,Pennsylvania,Mid-Atlantic,Northeast
286,0,0,Male,3,4,White,2,Pennsylvania,Mid-Atlantic,Northeast
287,1,1,Female,1,2,White,2,Virginia,South Atlantic,South
288,1,1,Female,1,2,White,3,Illinois,East North Central,Midwest
289,1,1,Female,4,3,White,2,Pennsylvania,Mid-Atlantic,Northeast
290,1,1,Female,3,2,White,2,Pennsylvania,Mid-Atlantic,Northeast
291,1,1,Female,3,4,White,3,Pennsylvania,Mid-Atlantic,Northeast
292,1,1,Female,2,2,White,3,Pennsylvania,Mid-Atlantic,Northeast
293,0,1,Female,4,3,White,2,Missouri,West North Central,Midwest
294,0,1,Female,3,2,White,2,Pennsylvania,Mid-Atlantic,Northeast
295,1,1,Female,2,2,White,2,Pennsylvania,Mid-Atlantic,Northeast
296,0,1,Female,3,3,White,1,Pennsylvania,Mid-Atlantic,Northeast
297,1,1,Male,3,2,White,2,Pennsylvania,Mid-Atlantic,Northeast
298,1,1,Female,4,1,White,2,Pennsylvania,Mid-Atlantic,Northeast
299,0,0,Female,4,2,White,2,Pennsylvania,Mid-Atlantic,Northeast
300,0,1,Female,4,4,White,2,Pennsylvania,Mid-Atlantic,Northeast
301,0,1,Female,3,1,White,2,Pennsylvania,Mid-Atlantic,Northeast
302,0,1,Female,4,2,NA,4,Pennsylvania,Mid-Atlantic,Northeast
303,0,1,Male,5,1,White,2,Pennsylvania,Mid-Atlantic,Northeast
304,1,0,Female,2,2,White,2,Pennsylvania,Mid-Atlantic,Northeast
305,1,1,Female,2,2,White,2,Pennsylvania,Mid-Atlantic,Northeast
306,1,1,Female,2,1,White,2,Pennsylvania,Mid-Atlantic,Northeast
307,1,1,Female,2,3,White,2,Pennsylvania,Mid-Atlantic,Northeast
308,1,1,Female,3,4,White,3,Pennsylvania,Mid-Atlantic,Northeast
309,1,1,Female,3,2,White,2,Pennsylvania,Mid-Atlantic,Northeast
310,1,0,Female,2,3,White,3,Pennsylvania,Mid-Atlantic,Northeast
311,0,0,Female,4,4,White,3,Pennsylvania,Mid-Atlantic,Northeast
312,0,0,Female,3,3,White,3,Pennsylvania,Mid-Atlantic,Northeast
313,0,1,Female,4,3,White,2,Pennsylvania,Mid-Atlantic,Northeast
314,1,1,Male,3,4,White,3,Pennsylvania,Mid-Atlantic,Northeast
315,1,1,Female,1,2,White,2,Pennsylvania,Mid-Atlantic,Northeast
316,0,1,Female,2,3,White,3,Pennsylvania,Mid-Atlantic,Northeast
317,0,1,Male,3,1,White,2,Pennsylvania,Mid-Atlantic,Northeast
318,0,0,Female,3,1,White,1,Pennsylvania,Mid-Atlantic,Northeast
319,0,0,Female,3,1,White,2,Pennsylvania,Mid-Atlantic,Northeast
320,1,1,Female,3,4,White,2,Pennsylvania,Mid-Atlantic,Northeast
321,1,0,Female,3,4,White,2,NA,NA,NA
322,0,1,Male,3,5,White,3,Pennsylvania,Mid-Atlantic,Northeast
323,0,1,Male,2,2,White,1,Pennsylvania,Mid-Atlantic,Northeast
324,1,1,Female,1,2,Hispanic,1,Pennsylvania,Mid-Atlantic,Northeast
325,1,0,Female,4,3,White,2,Pennsylvania,Mid-Atlantic,Northeast
326,1,1,Female,3,3,White,2,Pennsylvania,Mid-Atlantic,Northeast
327,1,1,Female,1,2,NA,2,Pennsylvania,Mid-Atlantic,Northeast
328,1,1,Female,2,5,White,3,Pennsylvania,Mid-Atlantic,Northeast
329,1,1,Female,3,3,White,2,Pennsylvania,Mid-Atlantic,Northeast
330,1,1,Female,3,1,White,1,Pennsylvania,Mid-Atlantic,Northeast
331,1,1,Female,4,4,White,3,Texas,West South Central,South
332,1,1,Female,4,2,White,2,Pennsylvania,Mid-Atlantic,Northeast
333,1,1,Female,2,3,White,2,Pennsylvania,Mid-Atlantic,Northeast
334,1,1,Female,4,1,White,2,NA,NA,NA
335,0,1,Female,3,2,White,2,Pennsylvania,Mid-Atlantic,Northeast
336,1,1,Female,2,3,Hispanic,2,Pennsylvania,Mid-Atlantic,Northeast
337,0,0,Female,1,2,White,2,Pennsylvania,Mid-Atlantic,Northeast
338,0,1,Female,3,2,White,2,Pennsylvania,Mid-Atlantic,Northeast
339,1,0,Female,2,3,NA,2,Pennsylvania,Mid-Atlantic,Northeast
340,1,1,Female,5,1,White,1,NA,NA,NA
341,1,1,Female,2,4,White,3,Pennsylvania,Mid-Atlantic,Northeast
342,1,1,Female,5,5,White,3,NA,NA,NA
343,1,1,Female,2,4,White,2,Virginia,South Atlantic,South
344,0,1,Female,2,1,White,3,Pennsylvania,Mid-Atlantic,Northeast
345,1,1,Female,3,2,White,2,Pennsylvania,Mid-Atlantic,Northeast
346,0,1,Male,2,1,White,1,Pennsylvania,Mid-Atlantic,Northeast
347,1,0,Male,3,1,White,1,Kentucky,East South Central,South
348,1,1,Female,3,3,White,2,Pennsylvania,Mid-Atlantic,Northeast
349,0,0,Female,2,4,White,4,Pennsylvania,Mid-Atlantic,Northeast
350,1,1,Female,3,5,White,3,Pennsylvania,Mid-Atlantic,Northeast
351,0,0,NA,2,3,NA,2,Pennsylvania,Mid-Atlantic,Northeast
352,1,1,Female,3,3,White,2,Pennsylvania,Mid-Atlantic,Northeast
353,0,1,Female,5,1,White,2,Pennsylvania,Mid-Atlantic,Northeast
354,0,0,Female,4,1,White,2,Pennsylvania,Mid-Atlantic,Northeast
355,1,1,Female,2,5,White,3,Pennsylvania,Mid-Atlantic,Northeast
356,1,1,Female,3,2,White,3,Pennsylvania,Mid-Atlantic,Northeast
357,1,1,Male,3,2,White,2,Pennsylvania,Mid-Atlantic,Northeast
358,0,0,Female,3,2,White,2,Pennsylvania,Mid-Atlantic,Northeast
359,1,1,Female,3,1,White,1,Pennsylvania,Mid-Atlantic,Northeast
360,1,1,Female,3,1,White,2,Pennsylvania,Mid-Atlantic,Northeast
361,1,1,Female,3,2,White,2,Pennsylvania,Mid-Atlantic,Northeast
362,1,1,Female,4,2,White,2,Pennsylvania,Mid-Atlantic,Northeast
363,1,1,Female,3,4,White,2,Colorado,Mountain,West
364,0,1,Female,2,2,White,2,NA,NA,NA
365,0,1,Female,2,4,White,2,Pennsylvania,Mid-Atlantic,Northeast
366,1,0,Female,2,3,White,2,Pennsylvania,Mid-Atlantic,Northeast
367,0,0,Male,3,1,White,2,Pennsylvania,Mid-Atlantic,Northeast
368,1,1,Male,1,3,White,2,Nevada,Mountain,West
369,1,1,Male,4,NA,NA,2,Pennsylvania,Mid-Atlantic,Northeast
370,1,1,Female,5,3,White,2,Pennsylvania,Mid-Atlantic,Northeast
371,0,1,Male,4,1,White,2,Pennsylvania,Mid-Atlantic,Northeast
372,1,1,Male,2,2,White,2,Pennsylvania,Mid-Atlantic,Northeast
373,1,1,Male,3,4,White,2,Alabama,East South Central,South
374,1,1,Female,2,4,White,3,Pennsylvania,Mid-Atlantic,Northeast
375,0,0,Male,5,NA,NA,2,Ohio,East North Central,Midwest
376,0,1,Female,2,3,White,2,Rhode Island,New England,Northeast
377,0,0,Female,3,2,White,1,Kentucky,East South Central,South
378,0,1,Female,3,2,White,2,Pennsylvania,Mid-Atlantic,Northeast
379,0,1,Female,2,3,White,2,Indiana,East North Central,Midwest
380,1,1,Male,2,4,White,2,Arizona,Mountain,West
381,1,1,Female,2,4,Other,2,North Carolina,South Atlantic,South
382,1,1,Female,2,4,White,2,Virginia,South Atlantic,South
383,1,0,Female,2,3,White,1,Ohio,East North Central,Midwest
384,1,1,Male,3,1,White,3,Florida,South Atlantic,South
385,1,1,Female,2,2,White,2,Oregon,Pacific,West
386,0,1,Female,3,4,White,2,Florida,South Atlantic,South
387,1,1,Male,2,3,White,3,Pennsylvania,Mid-Atlantic,Northeast
388,1,1,Female,4,3,White,3,Pennsylvania,Mid-Atlantic,Northeast
389,1,1,Female,2,4,White,3,DC,South Atlantic,South
390,1,1,Female,3,3,White,2,Pennsylvania,Mid-Atlantic,Northeast
391,1,1,Female,3,3,White,3,Pennsylvania,Mid-Atlantic,Northeast
